CustomerKey,FullName,AddressLine1,Year,Quarter,Month,Day,Education,HouseOwnerFlag,MaritalStatus,NumberCarsOwned,Occupation,TotalChildren,YearlyIncome
18013,"Munoz, Kathleen",1055 Horseshoe Road,1965,Qtr 3,July,19,Bachelors,1,M,0,Skilled Manual,1,$40000
18014,"Xu, Wayne","2822, rue des Ecoles",1964,Qtr 1,March,6,Partial College,1,S,2,Clerical,2,$30000
18015,"Edwards, Haley","75, avenue Reille",1964,Qtr 2,April,12,Partial College,1,S,2,Clerical,2,$30000
18016,"Liu, Tiffany","22, rue Léo Delibes",1964,Qtr 1,February,20,Partial College,0,M,2,Clerical,2,$30000
18017,"Shan, Kurt",Höhenstr 9479,1964,Qtr 3,September,5,Partial College,1,S,2,Clerical,2,$30000
18018,"Xie, Peter","8280, place du Tertre",1963,Qtr 2,April,5,Partial College,1,S,0,Clerical,3,$30000
18019,"Raji, Yolanda",Königstr 57,1963,Qtr 4,December,23,Bachelors,1,M,0,Skilled Manual,1,$40000
18020,"Ruiz, Armando",Reiherweg 4164,1977,Qtr 1,January,9,High School,1,S,1,Manual,0,$20000
18021,"She, Trisha",2457 Matterhorn Court,1976,Qtr 3,July,20,High School,1,S,1,Manual,4,$20000
18022,"Alvarez, Victor",Parise Straße 7155,1979,Qtr 3,September,15,High School,1,S,2,Manual,5,$20000
18023,"Raji, Terrence",Westheimer Straße 5601,1979,Qtr 4,October,16,High School,1,S,2,Manual,5,$20000
18024,"Kapoor, Nancy",3533 Treat Blvd.,1979,Qtr 4,October,16,Partial College,1,S,2,Clerical,3,$30000
18025,"Flores, Benjamin","123, rue de Cambrai",1978,Qtr 4,November,14,Partial College,1,S,2,Clerical,3,$30000
18026,"He, Alisha",4991 Kaywood Dr.,1963,Qtr 4,October,28,Bachelors,1,M,0,Skilled Manual,1,$40000
18027,"Griffin, Alexia",Moritzstr 4,1962,Qtr 1,February,16,Partial College,1,M,1,Clerical,1,$30000
18028,"Zheng, Jessie",2507 Bonsai Court,1962,Qtr 1,February,16,Bachelors,1,M,1,Skilled Manual,1,$40000
18029,"Malhotra, Carmen",Hellweg 4534,1977,Qtr 4,December,18,Partial College,1,S,1,Clerical,0,$30000
18030,"Torres, Victor",5950 Dakota Lane,1976,Qtr 1,February,9,High School,0,S,1,Manual,0,$20000
18031,"Tang, Shawna",Am Gallberg 67,1975,Qtr 1,January,12,Partial High School,1,S,2,Manual,0,$10000
18032,"Raji, Cassie","24, rue Philibert-Delorme",1976,Qtr 2,June,5,High School,0,M,1,Manual,0,$20000
18033,"Patel, Evelyn",Postfach 44 11 11,1976,Qtr 2,May,20,Partial College,0,S,1,Clerical,0,$30000
18034,"Robinson, Ethan",Celler Weg 5,1912,Qtr 1,March,23,High School,0,M,2,Manual,4,$10000
18035,"Zhang, Karen",Pappelallee 612,1974,Qtr 3,September,10,Partial High School,1,S,2,Manual,0,$20000
18036,"Sanchez, Bruce",Am Grossen Dern 4321,1974,Qtr 1,January,22,Partial High School,0,S,2,Manual,0,$20000
18037,"Garcia, Bruce",6648 Rose Dr,1974,Qtr 2,April,21,Partial High School,0,S,2,Manual,0,$20000
18038,"Kumar, Kelli","76, rue Pierre-Demoulin",1975,Qtr 2,May,18,Partial College,0,S,1,Clerical,0,$30000
18039,"Clark, Logan","40, rue Royale",1975,Qtr 4,October,19,Partial College,0,M,1,Clerical,0,$30000
18040,"Liu, Curtis","19, rue de Terre Neuve",1973,Qtr 4,November,7,Partial High School,0,M,2,Manual,0,$10000
18041,"Xie, Sheena",2266 Beauty Street,1973,Qtr 1,January,25,Partial High School,1,S,2,Manual,0,$20000
18042,"Srini, Stanley",782 West Way,1973,Qtr 1,March,19,Partial High School,1,S,2,Manual,0,$20000
18043,"Chande, Katie","48, rue Montcalm",1973,Qtr 1,February,6,Partial High School,0,S,2,Manual,0,$20000
18044,"Carlson, Kendra",892 Southbrook Drive,1973,Qtr 1,March,6,Partial High School,0,S,2,Manual,0,$20000
18045,"Arun, Toni",Am Gallberg 6726,1973,Qtr 2,April,13,Partial College,1,S,1,Clerical,0,$30000
18046,"Jai, Terry","211, avenue Foch",1973,Qtr 3,September,3,Partial College,0,S,1,Clerical,0,$30000
18047,"Alvarez, Latasha",Auf dem Ufer 164,1974,Qtr 1,February,9,Partial College,0,M,1,Clerical,0,$30000
18048,"Sun, Alisha",4096 San Remo,1974,Qtr 4,October,6,Partial College,0,S,1,Clerical,0,$30000
18049,"Watson, Patrick",8678 Hartnell Court,1961,Qtr 2,May,27,High School,1,S,2,Skilled Manual,4,$40000
18050,"Cooper, Sara",7443 Sherry Circle,1961,Qtr 2,June,8,Partial College,1,M,1,Skilled Manual,1,$60000
18051,"Price, Caroline",543 Sand Pointe Lane,1961,Qtr 4,November,7,Partial College,1,M,1,Skilled Manual,1,$60000
18052,"Young, Maria",631 Elliott Dr.,1961,Qtr 3,August,10,Partial College,1,M,1,Skilled Manual,1,$60000
18053,"Smith, Stefanie",3605 Sinclair Ave.,1960,Qtr 4,October,7,Bachelors,0,S,1,Professional,0,$40000
18054,"Zeng, Jake",4058 First Ave,1960,Qtr 4,October,6,Bachelors,0,S,1,Professional,0,$40000
18055,"Harrison, Trevor",3004 Banyan Circle,1967,Qtr 3,July,4,Partial College,0,S,1,Skilled Manual,0,$50000
18056,"Price, Haley",1833 Olympic Drive,1967,Qtr 3,September,10,Graduate Degree,0,S,1,Professional,0,$60000
18057,"Washington, Logan",5637 Teak Court,1967,Qtr 2,April,7,Graduate Degree,0,M,1,Professional,0,$60000
18058,"Patterson, Riley",708 Pine St,1928,Qtr 1,March,4,High School,1,S,2,Skilled Manual,3,$20000
18059,"Gonzalez, Bailey",4546 Fieldcrest Dr.,1960,Qtr 2,May,14,Partial College,1,M,1,Skilled Manual,1,$60000
18060,"Carter, Sara",1514 West M Street,1960,Qtr 2,April,10,Partial College,1,M,1,Skilled Manual,1,$60000
18061,"Bailey, Jesse",5942 Laurel,1944,Qtr 1,January,10,High School,0,M,2,Professional,4,$40000
18062,"Anderson, Dylan",416 Yosemite Circle,1944,Qtr 3,July,21,Bachelors,0,M,2,Management,4,$70000
18063,"Ward, Alexandria",4110 Hanson Lane,1944,Qtr 2,June,19,Bachelors,1,S,2,Management,4,$70000
18064,"Rivera, Catherine",1925 Poncho Street,1945,Qtr 1,January,7,High School,0,M,2,Professional,4,$40000
18065,"Brown, Julia",9555 Whyte Park Ave.,1945,Qtr 2,April,17,Bachelors,1,S,2,Management,5,$70000
18066,"He, Steve",3792 Esperanza Drive,1946,Qtr 1,January,16,Bachelors,1,S,3,Management,5,$70000
18067,"King, Jackson",1466 Aspen Drive,1946,Qtr 3,August,10,Bachelors,1,M,4,Management,5,$70000
18068,"Walker, Ethan",7811 Harris Circle,1946,Qtr 4,November,23,Bachelors,0,M,4,Management,5,$70000
18069,"Hill, Elijah",914 Nicholas Drive,1946,Qtr 2,June,25,Bachelors,1,M,4,Management,5,$70000
18070,"Martinez, Alyssa",2090 Vine Hill Way,1946,Qtr 1,February,4,Bachelors,1,M,2,Management,4,$60000
18071,"Campbell, Katelyn",2141 Pepper Way,1946,Qtr 3,August,13,Bachelors,1,M,2,Management,4,$60000
18072,"Perez, Maria",7662 Nulty Dr.,1946,Qtr 3,August,3,Bachelors,1,S,2,Management,4,$60000
18073,"Chen, Robert",5053 Freedom Hill Circle,1946,Qtr 3,August,14,Bachelors,1,M,2,Management,4,$60000
18074,"Hall, Julia",1307 Horseshoe Circle,1947,Qtr 2,April,17,Partial College,1,S,1,Professional,2,$70000
18075,"Adams, Courtney",6089 Santa Fe Dr.,1947,Qtr 1,January,8,Partial College,1,S,1,Professional,2,$70000
18076,"Mehta, Andre",8636 St. Francis St.,1947,Qtr 2,April,19,Partial College,1,M,1,Professional,2,$70000
18077,"Ruiz, Philip",786 Rachele Road,1947,Qtr 3,August,15,Partial College,1,M,1,Professional,2,$70000
18078,"Srini, Ruben",7610 Pepperridge Pl.,1947,Qtr 2,April,20,Partial College,1,M,1,Professional,2,$70000
18079,"Martin, Victoria",9593 Eastgate Lane,1947,Qtr 2,May,15,Bachelors,1,M,3,Management,5,$60000
18080,"Richardson, Paige",5042 Mining Rd,1947,Qtr 4,November,13,Bachelors,1,M,3,Management,5,$60000
18081,"Parker, Amanda",1130 Fillet Ave.,1948,Qtr 2,May,24,High School,1,M,2,Professional,2,$40000
18082,"Sanchez, Steven",5183 Sharon Pl.,1948,Qtr 4,October,14,Partial College,1,M,1,Professional,2,$60000
18083,"Agbonile, Osarumwense",3858 Vista Diablo,1948,Qtr 2,April,18,Partial College,1,M,1,Professional,2,$60000
18084,"Diaz, Jessica",7437 Jason Ct,1948,Qtr 2,April,7,Partial College,0,S,1,Professional,2,$60000
18085,"Nath, Christy",5288 Carletto Drive,1948,Qtr 3,August,19,Partial College,0,S,2,Professional,2,$60000
18086,"Zeng, Jaclyn",5665 Myrtle Drive,1948,Qtr 4,October,8,Partial College,1,S,2,Professional,2,$60000
18087,"Long, Marcus",3202 La Vuelta,1948,Qtr 3,July,17,Bachelors,1,S,0,Management,2,$60000
18088,"Stewart, Seth",9893 Oak Brook Place,1948,Qtr 1,January,23,Bachelors,0,M,0,Management,2,$60000
18089,"Gonzales, Melanie",7466 Firestone,1949,Qtr 3,September,13,High School,1,M,2,Professional,2,$40000
18090,"Smith, Lucas",8176 Pena,1949,Qtr 3,September,5,High School,1,M,2,Professional,2,$40000
18091,"Bell, Chase",5175 Elm Rd.,1949,Qtr 2,May,13,High School,1,S,2,Professional,2,$40000
18092,"Baker, Eduardo",7233 Leticia,1949,Qtr 1,March,16,Partial High School,1,M,2,Skilled Manual,2,$40000
18093,"Johnson, Grace",4167 Green Leaf Drive,1949,Qtr 4,November,5,Partial College,1,S,2,Professional,2,$60000
18094,"Alonso, Roy",1898 South St.,1949,Qtr 3,July,4,Bachelors,1,S,0,Management,2,$60000
18095,"Campbell, Thomas",6768 Walters Way,1949,Qtr 4,November,12,Bachelors,1,M,0,Management,2,$60000
18096,"Kelly, Ariana",6404 West Slough Rd,1949,Qtr 1,March,2,Bachelors,0,M,0,Management,2,$60000
18097,"Stewart, Sydney",8422 W. Holly Drive,1950,Qtr 3,August,19,Partial College,1,S,2,Professional,2,$60000
18098,"Lee, Edward",130 Alamo Court,1950,Qtr 4,November,9,High School,1,M,2,Professional,2,$60000
18099,"Edwards, Marcus",5014 S. Villa Way,1950,Qtr 2,May,10,Partial College,1,M,1,Professional,2,$60000
18100,"Li, Kyle",6939 E. 7th Street,1950,Qtr 4,October,8,Partial College,1,M,1,Professional,4,$70000
18101,"Turner, Bailey",8186 St. Michael Drive,1950,Qtr 2,April,28,Partial College,1,M,1,Professional,4,$70000
18102,"Lewis, Nicholas",7466 La Vista Ave.,1950,Qtr 2,May,19,Bachelors,1,M,1,Management,3,$80000
18103,"Gonzalez, Chelsea",4377 Westminster Pl.,1951,Qtr 2,June,24,High School,0,S,2,Professional,2,$60000
18104,"Coleman, Taylor",3880 95th,1951,Qtr 2,June,23,Partial College,1,M,1,Professional,2,$60000
18105,"Brooks, Destiny",7820 Blackridge Drive,1951,Qtr 1,February,12,Partial College,1,M,1,Professional,2,$60000
18106,"Alexander, Carson",4236 Greenwood Pl.,1951,Qtr 4,October,15,Partial College,1,M,1,Professional,2,$60000
18107,"Liang, Laura",6828 Benedict Court,1951,Qtr 2,April,12,Partial College,1,M,2,Professional,2,$60000
18108,"Gao, Colin",8085 Sunnyvale Avenue,1951,Qtr 3,August,4,Partial College,1,M,2,Professional,2,$60000
18109,"Campbell, Samuel",3864 Roanoke Dr.,1951,Qtr 1,February,27,Partial College,1,S,2,Professional,2,$60000
18110,"Li, Austin",4982 Ultra Way,1951,Qtr 2,May,24,Partial College,1,M,2,Professional,2,$60000
18111,"Morris, Timothy",62 Yolanda Circle,1951,Qtr 2,May,28,Partial College,0,M,1,Professional,4,$70000
18112,"Gonzalez, Sophia",7750 Coastal Blvd.,1951,Qtr 2,May,23,Partial College,1,M,1,Professional,4,$70000
18113,"Simmons, Abigail",5190 Jacqueline Way,1951,Qtr 1,February,27,Partial College,1,M,2,Professional,4,$70000
18114,"Foster, Alexandria",9174 Jill Ave,1952,Qtr 1,February,23,Partial High School,1,S,2,Skilled Manual,2,$70000
18115,"Young, Richard",3485 Sands,1952,Qtr 4,December,16,Partial High School,1,M,2,Skilled Manual,2,$70000
18116,"Li, Thomas",8389 Richard Ave.,1952,Qtr 3,July,12,Partial High School,1,M,3,Skilled Manual,2,$70000
18117,"Washington, Fernando",6739 Rishell Ct.,1952,Qtr 3,July,25,High School,1,S,2,Professional,2,$60000
18118,"Reed, Megan",757 Pine Creek Way,1952,Qtr 2,April,24,High School,0,M,2,Professional,2,$60000
18119,"Nath, Shawn",259 Thames Drive,1952,Qtr 2,May,10,High School,1,M,2,Professional,2,$60000
18120,"Martin, Isabella",4641 Miguel Drive,1952,Qtr 2,June,27,High School,1,M,2,Professional,2,$60000
18121,"Young, Madeline",2293 Boxer Blvd,1952,Qtr 4,October,27,High School,1,M,2,Professional,2,$60000
18122,"Hughes, Justin",1646 Twinview Drive,1953,Qtr 4,October,1,Partial College,1,S,1,Professional,4,$70000
18123,"Hughes, Emily",4044 Sun View Dr.,1953,Qtr 2,April,16,Partial College,1,M,1,Professional,4,$70000
18124,"Chander, Calvin",Zimmerstr 576,1958,Qtr 4,November,5,Bachelors,1,M,4,Management,2,$130000
18125,"Cai, Leah",Brunnenstr 2411,1958,Qtr 2,May,20,Bachelors,1,M,4,Management,2,$130000
18126,"Ortega, Larry",32 Sun View Terrace,1958,Qtr 4,December,11,Partial College,1,M,2,Professional,2,$130000
18127,"He, Franklin",7084 Catanzaro Way,1958,Qtr 3,September,23,Partial College,1,M,2,Professional,2,$130000
18128,"Suarez, Roberto","6, route de Marseille",1957,Qtr 4,December,7,High School,0,M,1,Professional,2,$90000
18129,"Rodriguez, Elizabeth","2, rue des Bouchers",1957,Qtr 2,June,6,Partial College,1,M,4,Professional,2,$100000
18130,"Mitchell, Kaitlyn",Wasserstr 6465,1957,Qtr 1,February,8,Partial College,0,S,2,Professional,3,$130000
18131,"Malhotra, Ann","66+B6324, rue de Berri",1956,Qtr 1,January,7,Partial College,1,S,4,Professional,2,$110000
18132,"Blanco, Adrienne","10, rue Royale",1956,Qtr 2,June,22,Partial College,1,M,4,Professional,2,$110000
18133,"Smith, Karen",Pascalstr 442,1956,Qtr 1,January,10,High School,1,S,4,Professional,3,$120000
18134,"Romero, Melody",Hunzinger Allee 292,1956,Qtr 1,January,26,High School,1,M,4,Professional,3,$120000
18135,"Diaz, Blake",5311 Argyll Ave.,1956,Qtr 4,December,16,Partial High School,1,M,4,Professional,3,$120000
18136,"Xie, Carl",9233 Del Rey St.,1956,Qtr 3,September,6,Partial College,0,M,3,Professional,3,$130000
18137,"Kumar, Gabriel",Midi-Couleurs,1955,Qtr 1,January,11,High School,1,M,2,Professional,2,$90000
18138,"Alonso, Walter","3, rue Lamarck",1955,Qtr 1,February,9,High School,1,M,4,Professional,2,$100000
18139,"Washington, Jennifer",Auf den Kuhlen Straße 2249,1955,Qtr 1,February,12,Partial High School,1,M,4,Professional,3,$120000
18140,"White, Anthony",Heiderweg 4725,1955,Qtr 3,July,3,Partial College,0,M,3,Professional,3,$130000
18141,"Chandra, Deanna",9340 Brook Way,1955,Qtr 4,October,7,Partial College,1,M,3,Professional,3,$130000
18142,"Bradley, Riley","5, rue de l´Avenir",1954,Qtr 2,April,14,Partial College,1,S,2,Professional,3,$80000
18143,"Shen, Chad","7755, rue Ste-Honoré",1944,Qtr 4,November,14,High School,1,S,2,Professional,5,$70000
18144,"Chapman, Katie","37, rue Faubourg St Antoine",1944,Qtr 4,November,6,Bachelors,1,M,2,Management,5,$80000
18145,"So, David",Marketplatz 5193,1944,Qtr 3,August,18,Bachelors,0,M,2,Management,5,$80000
18146,"Wang, Eugene",Nollendorfplatz 5228,1944,Qtr 2,June,28,Partial College,0,S,2,Professional,5,$90000
18147,"Luo, Katrina",6267 Eastgate Lane,1944,Qtr 4,October,23,Bachelors,1,M,3,Management,3,$170000
18148,"Huang, Jaclyn","8201, rue Malar",1945,Qtr 4,November,13,Partial High School,1,M,3,Skilled Manual,3,$60000
18149,"Blanco, Rebekah",1388 Rolando Avenue,1945,Qtr 3,September,11,Bachelors,0,M,4,Management,2,$100000
18150,"Deng, Mitchell","11, allée des Princes",1946,Qtr 3,July,20,Partial College,1,S,2,Professional,5,$80000
18151,"She, Brendan","3686, quai de Grenelle",1946,Qtr 4,November,6,Partial College,0,S,2,Professional,5,$80000
18152,"Suri, Bryant","523, rue de l'Espace De Schengen",1946,Qtr 1,March,3,Partial College,0,S,2,Professional,5,$90000
18153,"Gao, Karen",Conesweg 807,1946,Qtr 4,October,19,Bachelors,1,M,4,Management,2,$100000
18154,"She, Calvin",Postfach 8 77 99,1946,Qtr 3,August,22,Bachelors,1,S,4,Management,2,$100000
18155,"Morgan, Arianna",2441 Haven Drive,1954,Qtr 3,September,8,Partial College,1,M,1,Professional,4,$80000
18156,"Zhang, Trisha",1413 Bridgeview St,1953,Qtr 1,February,4,Partial College,1,M,2,Professional,4,$80000
18157,"Hall, Isabella",Bundesallee 4422,1953,Qtr 1,March,6,Partial College,1,S,1,Professional,3,$90000
18158,"Griffin, Jeremiah",7316 Starflower Dr.,1953,Qtr 2,June,13,Partial College,1,M,1,Professional,4,$90000
18159,"Serrano, Jaime","42, boulevard du Montparnasse",1954,Qtr 3,September,24,High School,1,M,3,Professional,3,$100000
18160,"Rivera, Bryan",3337 East 26th Street,1954,Qtr 4,October,14,High School,1,M,4,Professional,3,$130000
18161,"Sanz, Tanya","67, cours Mirabeau",1953,Qtr 4,October,7,Partial College,1,M,2,Professional,4,$90000
18162,"Pal, Misty","401, rue Jean Mermoz",1953,Qtr 3,July,21,Partial College,1,M,2,Professional,4,$90000
18163,"Zhang, Gabriel","22, rue de l'Espace De Schengen",1953,Qtr 1,February,11,Bachelors,1,M,3,Management,3,$100000
18164,"Wang, Alisha",Auf der Krone 4664,1953,Qtr 3,August,20,Bachelors,1,M,2,Management,3,$120000
18165,"Gill, Randall",5159 Amanda Circle,1953,Qtr 4,November,16,Bachelors,1,M,3,Management,3,$120000
18166,"Wood, Julian",8646 Sherry Circle,1953,Qtr 3,July,24,Graduate Degree,1,M,2,Management,2,$150000
18167,"Chander, Raul",Zeiter Weg 9922,1952,Qtr 1,February,10,High School,0,M,2,Professional,4,$90000
18168,"Sanz, Pedro",5394 Baywood Drive,1952,Qtr 3,August,19,Partial College,0,S,3,Professional,4,$130000
18169,"Liang, Alisha",Buergermeister-ulrich-str 5555,1951,Qtr 2,April,13,High School,1,S,2,Professional,5,$80000
18170,"Perez, Adam",Räuscherweg 292,1951,Qtr 3,August,5,High School,1,M,3,Professional,4,$90000
18171,"Zeng, Alejandro",Parkstr 4841,1951,Qtr 2,April,3,Partial College,1,M,2,Professional,4,$110000
18172,"Black, Willie",6601 Bentley Ct,1951,Qtr 2,June,22,High School,1,M,3,Professional,4,$130000
18173,"Zhang, Brent",2839 Stinson,1951,Qtr 2,June,2,High School,0,S,3,Professional,4,$130000
18174,"Munoz, Jill","8, rue de l´Avenir",1950,Qtr 1,January,3,High School,1,M,3,Management,4,$90000
18175,"Hernandez, Carrie","42, impasse Ste-Madeleine",1950,Qtr 2,May,16,High School,0,M,3,Management,4,$90000
18176,"Kumar, Bradley",Rehstr 4242,1950,Qtr 2,June,26,Partial College,1,M,2,Management,4,$110000
18177,"Suarez, Reginald",8980 Sea Ranch Ct,1950,Qtr 3,September,16,High School,1,M,3,Management,4,$130000
18178,"Goel, Tracy",6161 Sanders St.,1950,Qtr 2,April,25,Partial College,1,M,3,Management,2,$160000
18179,"McDonald, Chelsea","12, route de Marseille",1949,Qtr 2,April,11,High School,1,S,3,Management,5,$80000
18180,"Howard, Juan",Nonnendamm 222,1949,Qtr 3,August,16,High School,1,M,3,Management,4,$120000
18181,"Diaz, Neil",9312 Virginia Hills Drive,1949,Qtr 4,October,12,High School,1,M,4,Management,4,$150000
18182,"Prasad, Kristi",Zollhof 7866,1948,Qtr 4,October,5,Partial High School,1,S,4,Skilled Manual,4,$90000
18183,"Schmidt, Meagan",Unter Linden 754,1948,Qtr 4,December,19,Partial High School,1,M,4,Skilled Manual,4,$90000
18184,"Chande, Leonard","28, quai Paul Doumer",1947,Qtr 1,January,9,Partial High School,0,M,2,Skilled Manual,5,$90000
18185,"Huang, Laura",Buergermeister-ulrich-str 90,1947,Qtr 4,November,6,Partial High School,0,M,3,Professional,4,$110000
18186,"Hernandez, Lori",4654 Marina View Pkwy.,1947,Qtr 3,August,2,Partial High School,1,M,4,Professional,5,$130000
18187,"Gao, Dennis",3173 Darlene Drive,1947,Qtr 1,February,20,Bachelors,0,S,4,Professional,5,$150000
18188,"Wang, Jeffery",6904 Sunset Way,1975,Qtr 1,March,13,Bachelors,1,M,3,Professional,0,$60000
18189,"Mehta, Nancy",5021 Rio Grande Drive,1976,Qtr 4,October,21,Bachelors,1,M,2,Professional,0,$70000
18190,"Diaz, Danny",8607 Pineview Lane,1975,Qtr 3,August,21,Bachelors,0,M,3,Professional,0,$70000
18191,"Sharma, Julie",1512 Birch Bark Dr,1975,Qtr 3,August,13,Bachelors,1,M,2,Professional,0,$80000
18192,"Hernandez, Max",6885 Amending Drive,1974,Qtr 1,January,13,Bachelors,1,M,4,Professional,0,$60000
18193,"Yuan, Louis",8313 Canyon Creek Drive,1975,Qtr 4,December,22,Bachelors,1,S,2,Professional,0,$90000
18194,"Kumar, Yolanda",8114 Riviera Way,1974,Qtr 3,September,12,Bachelors,1,M,4,Professional,0,$70000
18195,"Sanz, Walter",7747 Relis Valley Road,1974,Qtr 3,August,20,Bachelors,1,M,4,Professional,0,$70000
18196,"Rana, Ivan",927 Live Oak Ave.,1974,Qtr 1,March,23,High School,0,M,2,Management,0,$100000
18197,"Zimmerman, Jenny",546 Leonard Ct,1974,Qtr 3,July,13,Partial College,1,M,3,Management,0,$110000
18198,"Xu, Cedric",6665 Homestead Ave.,1974,Qtr 1,March,24,Partial High School,1,S,4,Professional,5,$120000
18199,"Lopez, Brandy",2951 Cape Cod Way,1974,Qtr 1,March,10,High School,1,S,4,Management,4,$130000
18200,"Gomez, Alfredo",9430 La Vista Avenue,1973,Qtr 2,June,9,Bachelors,0,M,3,Professional,0,$90000
18201,"Xie, Karla",3936 Cedar Point Loop,1973,Qtr 4,October,24,High School,1,M,2,Management,0,$100000
18202,"Gill, Erika",1045 Lolita Drive,1973,Qtr 2,April,16,High School,0,M,2,Management,0,$100000
18203,"Kumar, Louis",8568 San Vincente Drive,1973,Qtr 1,February,26,High School,1,S,2,Management,0,$100000
18204,"Cai, Tiffany",7392 Coachman Place,1973,Qtr 4,November,21,Partial High School,1,M,4,Professional,0,$120000
18205,"Raji, Lindsey",8909 Chestnut Ave.,1972,Qtr 2,May,28,Bachelors,1,M,3,Professional,0,$90000
18206,"Madan, Bruce",1480 Oliveria Road,1972,Qtr 1,March,20,High School,1,M,3,Management,0,$100000
18207,"Gonzalez, Phillip",1986 St. Andrews Way,1972,Qtr 3,September,19,High School,1,M,3,Management,0,$100000
18208,"Nara, Latoya",6526 Edie Ct.,1971,Qtr 1,February,4,Bachelors,1,M,3,Professional,0,$90000
18209,"Chandra, Ann",3340 Baywood Drive,1972,Qtr 3,September,8,High School,1,S,3,Management,0,$110000
18210,"Lal, Katie",1226 Shoenic,1972,Qtr 1,March,26,High School,1,M,4,Management,4,$130000
18211,"Sun, Jaclyn",5914 Hazel Drive,1972,Qtr 1,January,12,High School,1,M,4,Management,4,$130000
18212,"Ramos, Marc",8478 Logan Ct.,1971,Qtr 1,March,10,Bachelors,1,M,4,Professional,0,$90000
18213,"Raji, Sheena",6071 Mi Casa Court,1971,Qtr 1,March,20,High School,1,S,3,Management,0,$100000
18214,"Suri, Ronald",8991 Temple Court,1971,Qtr 4,December,28,High School,0,M,4,Management,0,$100000
18215,"Taylor, Ashley",626 Rossmor Parkway,1970,Qtr 4,October,5,Bachelors,1,S,4,Professional,0,$90000
18216,"Zhang, Susan",5462 Patricia,1970,Qtr 4,November,26,Bachelors,1,M,4,Professional,0,$90000
18217,"Alonso, Danny",1245 Clayton Road,1970,Qtr 2,June,21,High School,1,M,4,Management,0,$110000
18218,"Powell, Thomas",6051 Bellows Ct,1970,Qtr 3,August,6,High School,0,M,4,Management,0,$110000
18219,"Gomez, Felicia",9790 Berrellesa St.,1970,Qtr 4,November,6,Partial High School,1,M,4,Professional,0,$120000
18220,"Huang, Brent",1903 Vista Place,1971,Qtr 4,November,12,Partial High School,1,M,4,Professional,0,$110000
18221,"Alvarez, Marc",498 Willow Pass Rd,1971,Qtr 3,August,19,Partial High School,0,M,4,Management,5,$160000
18222,"Suarez, Carolyn",6111 Lancaster,1969,Qtr 3,September,2,Bachelors,1,M,4,Management,0,$130000
18223,"Clark, Noah",8995 Stanford St.,1964,Qtr 3,September,24,Partial College,1,M,3,Professional,5,$90000
18224,"Perry, Vanessa",4553 Morello Ave,1964,Qtr 4,October,10,Partial College,0,S,1,Professional,0,$90000
18225,"Jenkins, Paige",5281 Miller Avenue,1964,Qtr 4,October,23,Partial College,0,S,1,Professional,0,$90000
18226,"Walker, Joseph",9008 Creekside Drive,1960,Qtr 2,May,6,Partial College,1,M,1,Skilled Manual,1,$60000
18227,"Diaz, Miranda",9681 VistaView Way,1960,Qtr 4,December,25,Partial College,1,M,1,Skilled Manual,1,$60000
18228,"Parker, Adam",7154 Broadway,1960,Qtr 2,April,27,Partial College,1,M,1,Skilled Manual,1,$60000
18229,"Ward, Gabriella",6749 Quartermaster,1959,Qtr 4,November,20,Partial College,1,M,1,Skilled Manual,1,$60000
18230,"Perry, Brianna",7901 Moccasin Ct.,1959,Qtr 3,August,12,Bachelors,1,M,1,Professional,5,$60000
18231,"Gutierrez, Janet",8932 Westwood Way,1959,Qtr 2,April,3,Graduate Degree,1,M,0,Professional,2,$80000
18232,"Edwards, Sophia",5431 Bella Avenue,1958,Qtr 3,August,15,Partial College,1,M,1,Skilled Manual,1,$80000
18233,"Bailey, Mackenzie",2710 Roux Court,1958,Qtr 3,August,9,Bachelors,1,S,0,Professional,3,$60000
18234,"Russell, Alexandria",9590 Sutton Circle,1958,Qtr 2,May,4,Bachelors,1,M,1,Professional,1,$60000
18235,"Guo, Vincent",5152 Fine Dr.,1958,Qtr 4,October,8,Graduate Degree,1,M,2,Professional,5,$70000
18236,"Wilson, Andrew",8582 San Jose Ave.,1958,Qtr 2,May,13,Graduate Degree,1,M,0,Professional,5,$80000
18237,"Russell, Nicole",5587 D St.,1958,Qtr 2,April,12,Graduate Degree,1,M,0,Professional,5,$80000
18238,"Harris, Eduardo",9969 Coldwater Drive,1969,Qtr 4,December,2,Graduate Degree,1,M,0,Management,1,$90000
18239,"Zhu, Alisha",5049 Teakwood Dr.,1969,Qtr 3,July,23,Graduate Degree,1,M,0,Management,1,$90000
18240,"Smith, Arthur",3253 La Jolla,1969,Qtr 4,October,4,Graduate Degree,1,M,0,Management,1,$90000
18241,"Sharma, Tony",2096 Estudillo Street,1969,Qtr 1,March,13,Graduate Degree,1,M,0,Management,1,$90000
18242,"Pal, Christine",9637 Arata Way,1969,Qtr 3,July,10,Graduate Degree,1,M,0,Management,1,$90000
18243,"Sai, Cesar",639 Treasure Drive,1969,Qtr 4,November,25,Graduate Degree,1,M,0,Management,1,$90000
18244,"Chande, Lindsay",1288 Mt. Dias Blvd.,1969,Qtr 3,July,6,Graduate Degree,1,M,0,Management,1,$100000
18245,"Goel, Misty",8228 Kinross Dr.,1968,Qtr 1,February,12,Bachelors,1,S,1,Professional,2,$60000
